"Date","WL"
"1906-07-13",74.95
"1906-07-14",74.95
"1906-07-15",74.919
"1906-07-16",74.919
"1906-07-17",74.928
"1906-07-18",74.95
"1906-07-19",74.95
"1906-07-20",74.941
"1906-07-21",74.941
"1906-07-22",74.928
"1906-07-23",74.959
"1906-07-24",74.959
"1906-07-25",74.941
"1906-07-26",74.919
"1906-07-27",74.91
"1906-07-28",74.91
"1906-07-29",74.88
"1906-07-30",74.919
"1906-07-31",74.898
"1906-08-01",74.898
"1906-08-02",74.88
"1906-08-03",74.88
"1906-08-04",74.88
"1906-08-05",74.88
"1906-08-06",74.898
"1906-08-07",74.868
"1906-08-08",74.889
"1906-08-09",74.868
"1906-08-10",74.858
"1906-08-11",74.88
"1906-08-12",74.889
"1906-08-13",74.858
"1906-08-14",74.88
"1906-08-15",74.858
"1906-08-16",74.837
"1906-08-17",74.819
"1906-08-18",74.828
"1906-08-19",74.828
"1906-08-20",74.819
"1906-08-21",74.819
"1906-08-22",74.828
"1906-08-23",74.837
"1906-08-24",74.819
"1906-08-25",74.767
"1906-08-26",74.767
"1906-08-27",74.788
"1906-08-28",74.788
"1906-08-29",74.797
"1906-08-30",74.797
"1906-08-31",74.797
"1906-09-01",74.797
"1906-09-02",74.758
"1906-09-03",74.797
"1906-09-04",74.767
"1906-09-05",74.767
"1906-09-06",74.767
"1906-09-07",74.767
"1906-09-08",74.736
"1906-09-09",74.736
"1906-09-10",74.746
"1906-09-11",74.736
"1906-09-12",74.736
"1906-09-13",74.715
"1906-09-14",74.736
"1906-09-15",74.727
"1906-09-16",74.697
"1906-09-17",74.676
"1906-09-18",74.685
"1906-09-19",74.676
"1906-09-20",74.676
"1906-09-21",74.676
"1906-09-22",74.645
"1906-09-23",74.676
"1906-09-24",74.666
"1906-09-25",74.636
"1906-09-26",74.615
"1906-09-27",74.645
"1906-09-28",74.615
"1906-09-29",74.593
"1906-09-30",74.645
"1906-10-01",74.618
"1906-10-02",74.608
"1906-10-03",74.596
"1906-10-04",74.587
"1906-10-05",74.596
"1906-10-06",74.587
"1906-10-07",74.657
"1906-10-08",74.608
"1906-10-09",74.618
"1906-10-10",74.618
"1906-10-11",74.618
"1906-10-12",74.639
"1906-10-13",74.608
"1906-10-14",74.618
"1906-10-15",74.618
"1906-10-16",74.596
"1906-10-17",74.587
"1906-10-18",74.578
"1906-10-19",74.578
"1906-10-20",74.627
"1906-10-21",74.639
"1906-10-22",74.608
"1906-10-23",74.618
"1906-10-24",74.596
"1906-10-25",74.587
"1906-10-26",74.608
"1906-10-27",74.618
"1906-10-28",74.688
"1906-10-29",74.669
"1906-10-30",74.657
"1906-10-31",74.648
"1906-11-01",74.636
"1906-11-02",74.636
"1906-11-03",74.615
"1906-11-04",74.615
"1906-11-05",74.615
"1906-11-06",74.615
"1906-11-07",74.615
"1906-11-08",74.605
"1906-11-09",74.554
"1906-11-10",74.575
"1906-11-11",74.636
"1906-11-12",74.645
"1906-11-13",74.654
"1906-11-14",74.654
"1906-11-15",74.645
"1906-11-16",74.685
"1906-11-17",74.593
"1906-11-18",74.624
"1906-11-19",74.615
"1906-11-20",74.544
"1906-11-21",74.593
"1906-11-22",74.736
"1906-11-23",74.676
"1906-11-24",74.676
"1906-11-25",74.654
"1906-11-26",74.615
"1906-11-27",74.706
"1906-11-28",74.697
"1906-11-29",74.697
"1906-11-30",74.645
"1906-12-01",74.736
"1906-12-02",74.645
"1906-12-03",74.697
"1906-12-04",74.666
"1906-12-05",74.654
"1906-12-06",74.685
"1906-12-07",74.727
"1906-12-08",74.654
"1906-12-09",74.645
"1906-12-10",74.654
"1906-12-11",74.654
"1906-12-12",74.697
"1906-12-13",74.645
"1906-12-14",74.624
"1906-12-15",74.666
"1906-12-16",74.706
"1906-12-17",74.727
"1906-12-18",74.685
"1906-12-19",74.666
"1906-12-20",74.645
"1906-12-21",74.685
"1906-12-22",74.697
"1906-12-23",74.706
"1906-12-24",74.697
"1906-12-25",74.676
"1906-12-26",74.685
"1906-12-27",74.654
"1906-12-28",74.645
"1906-12-29",74.645
"1906-12-30",74.645
"1906-12-31",74.645
"1907-01-01",74.706
"1907-01-02",74.727
"1907-01-03",74.645
"1907-01-04",74.828
"1907-01-05",74.828
"1907-01-06",74.819
"1907-01-07",74.797
"1907-01-08",74.819
"1907-01-09",74.989
"1907-01-10",74.819
"1907-01-11",74.868
"1907-01-12",74.797
"1907-01-13",74.828
"1907-01-14",74.837
"1907-01-15",74.889
"1907-01-16",74.828
"1907-01-17",75.063
"1907-01-18",74.889
"1907-01-19",74.819
"1907-01-20",74.858
"1907-01-21",74.95
"1907-01-22",74.91
"1907-01-23",74.919
"1907-01-24",74.889
"1907-01-25",74.88
"1907-01-26",74.941
"1907-01-27",74.941
"1907-01-28",74.95
"1907-01-29",74.959
"1907-01-30",74.95
"1907-01-31",74.88
"1907-02-01",74.889
"1907-02-02",74.919
"1907-02-03",75.072
"1907-02-04",74.91
"1907-02-05",74.919
"1907-02-06",74.889
"1907-02-07",74.889
"1907-02-08",74.889
"1907-02-09",74.889
"1907-02-10",74.919
"1907-02-11",74.95
"1907-02-12",74.919
"1907-02-13",74.868
"1907-02-14",74.91
"1907-02-15",74.919
"1907-02-16",74.898
"1907-02-17",74.919
"1907-02-18",74.889
"1907-02-19",74.88
"1907-02-20",74.858
"1907-02-21",74.95
"1907-02-22",74.898
"1907-02-23",74.88
"1907-02-24",74.828
"1907-02-25",74.98
"1907-02-26",74.858
"1907-02-27",74.858
"1907-02-28",74.849
"1907-03-01",74.837
"1907-03-02",74.919
"1907-03-03",74.919
"1907-03-04",74.889
"1907-03-05",74.858
"1907-03-06",74.88
"1907-03-07",74.858
"1907-03-08",74.88
"1907-03-09",74.837
"1907-03-10",74.88
"1907-03-11",74.858
"1907-03-12",74.797
"1907-03-13",74.837
"1907-03-14",74.88
"1907-03-15",74.898
"1907-03-16",74.837
"1907-03-17",74.898
"1907-03-18",74.898
"1907-03-19",74.88
"1907-03-20",74.95
"1907-03-21",74.941
"1907-03-22",74.898
"1907-03-23",74.928
"1907-03-24",74.95
"1907-03-25",74.95
"1907-03-26",74.941
"1907-03-27",74.95
"1907-03-28",74.98
"1907-03-29",74.959
"1907-03-30",75.011
"1907-03-31",75.041
"1907-04-01",75.044
"1907-04-02",75.005
"1907-04-03",75.005
"1907-04-04",74.983
"1907-04-05",75.044
"1907-04-06",75.023
"1907-04-07",74.953
"1907-04-08",74.962
"1907-04-09",75.014
"1907-04-10",75.014
"1907-04-11",75.044
"1907-04-12",75.014
"1907-04-13",75.044
"1907-04-14",75.075
"1907-04-15",75.035
"1907-04-16",75.035
"1907-04-17",75.053
"1907-04-18",75.044
"1907-04-19",75.044
"1907-04-20",75.044
"1907-04-21",75.044
"1907-04-22",75.005
"1907-04-23",75.005
"1907-04-24",75.035
"1907-04-25",75.044
"1907-04-26",75.005
"1907-04-27",75.035
"1907-04-28",75.014
"1907-04-29",75.014
"1907-04-30",75.075
"1907-05-01",75.041
"1907-05-02",75.02
"1907-05-03",75.041
"1907-05-04",75.093
"1907-05-05",75.081
"1907-05-06",75.072
"1907-05-07",75.102
"1907-05-08",75.072
"1907-05-09",75.093
"1907-05-10",75.133
"1907-05-11",75.102
"1907-05-12",75.081
"1907-05-13",75.081
"1907-05-14",75.093
"1907-05-15",75.05
"1907-05-16",75.102
"1907-05-17",75.102
"1907-05-18",75.102
"1907-05-19",75.111
"1907-05-20",75.172
"1907-05-21",75.124
"1907-05-22",75.102
"1907-05-23",75.102
"1907-05-24",75.072
"1907-05-25",75.081
"1907-05-26",75.072
"1907-05-27",75.111
"1907-05-28",75.154
"1907-05-29",75.102
"1907-05-30",75.111
"1907-05-31",75.102
"1907-06-01",75.081
"1907-06-02",75.081
"1907-06-03",75.111
"1907-06-04",75.072
"1907-06-05",75.093
"1907-06-06",75.133
"1907-06-07",75.111
"1907-06-08",75.133
"1907-06-09",75.111
"1907-06-10",75.124
"1907-06-11",75.102
"1907-06-12",75.093
"1907-06-13",75.102
"1907-06-14",75.102
"1907-06-15",75.102
"1907-06-16",75.102
"1907-06-17",75.102
"1907-06-18",75.102
"1907-06-19",75.102
"1907-06-20",75.081
"1907-06-21",75.102
"1907-06-22",75.093
"1907-06-23",75.093
"1907-06-24",75.081
"1907-06-25",75.093
"1907-06-26",75.093
"1907-06-27",75.102
"1907-06-28",75.102
"1907-06-29",75.093
"1907-06-30",75.133
"1907-07-01",75.102
"1907-07-02",75.124
"1907-07-03",75.102
"1907-07-04",75.102
"1907-07-05",75.102
"1907-07-06",75.072
"1907-07-07",75.072
"1907-07-08",75.072
"1907-07-09",75.124
"1907-07-10",75.093
"1907-07-11",75.081
"1907-07-12",75.133
"1907-07-13",75.111
"1907-07-14",75.072
"1907-07-15",75.072
"1907-07-16",75.081
"1907-07-17",75.072
"1907-07-18",75.081
"1907-07-19",75.072
"1907-07-20",75.081
"1907-07-21",75.102
"1907-07-22",75.111
"1907-07-23",75.102
"1907-07-24",75.102
"1907-07-25",75.124
"1907-07-26",75.154
"1907-07-27",75.163
"1907-07-28",75.133
"1907-07-29",75.124
"1907-07-30",75.111
"1907-07-31",75.102
"1907-08-01",75.093
"1907-08-02",75.093
"1907-08-03",75.102
"1907-08-04",75.102
"1907-08-05",75.072
"1907-08-06",75.072
"1907-08-07",75.081
"1907-08-08",75.072
"1907-08-09",75.041
"1907-08-10",75.041
"1907-08-11",75.05
"1907-08-12",75.02
"1907-08-13",75.063
"1907-08-14",75.072
"1907-08-15",75.05
"1907-08-16",74.989
"1907-08-17",75.041
"1907-08-18",75.032
"1907-08-19",75.011
"1907-08-20",75.032
"1907-08-21",75.032
"1907-08-22",75.011
"1907-08-23",74.98
"1907-08-24",74.989
"1907-08-25",75.02
"1907-08-26",75.011
"1907-08-27",74.989
"1907-08-28",74.989
"1907-08-29",74.98
"1907-08-30",74.971
"1907-08-31",74.971
"1907-09-01",74.95
"1907-09-02",74.928
"1907-09-03",74.919
"1907-09-04",74.928
"1907-09-05",74.941
"1907-09-06",74.928
"1907-09-07",74.941
"1907-09-08",74.941
"1907-09-09",74.919
"1907-09-10",74.889
"1907-09-11",74.919
"1907-09-12",74.95
"1907-09-13",74.919
"1907-09-14",74.928
"1907-09-15",74.919
"1907-09-16",74.919
"1907-09-17",74.95
"1907-09-18",74.91
"1907-09-19",74.88
"1907-09-20",74.88
"1907-09-21",74.889
"1907-09-22",74.898
"1907-09-23",74.858
"1907-09-24",74.858
"1907-09-25",74.941
"1907-09-26",74.91
"1907-09-27",74.88
"1907-09-28",74.889
"1907-09-29",74.898
"1907-09-30",74.928
"1907-10-01",74.889
"1907-10-02",74.858
"1907-10-03",74.889
"1907-10-04",74.889
"1907-10-05",74.919
"1907-10-06",74.889
"1907-10-07",74.889
"1907-10-08",74.95
"1907-10-09",74.898
"1907-10-10",74.898
"1907-10-11",74.88
"1907-10-12",74.919
"1907-10-13",74.919
"1907-10-14",74.919
"1907-10-15",74.889
"1907-10-16",74.889
"1907-10-17",74.88
"1907-10-18",74.941
"1907-10-19",74.889
"1907-10-20",74.889
"1907-10-21",74.868
"1907-10-22",74.858
"1907-10-23",74.889
"1907-10-24",74.849
"1907-10-25",74.868
"1907-10-26",74.849
"1907-10-27",74.797
"1907-10-28",74.889
"1907-10-29",74.889
"1907-10-30",74.858
"1907-10-31",74.797
"1907-11-01",74.797
"1907-11-02",74.776
"1907-11-03",74.95
"1907-11-04",74.868
"1907-11-05",74.837
"1907-11-06",74.837
"1907-11-07",74.941
"1907-11-08",74.898
"1907-11-09",74.889
"1907-11-10",74.91
"1907-11-11",74.919
"1907-11-12",74.858
"1907-11-13",74.919
"1907-11-14",74.91
"1907-11-15",74.858
"1907-11-16",74.858
"1907-11-17",74.858
"1907-11-18",74.837
"1907-11-19",74.837
"1907-11-20",74.828
"1907-11-21",74.788
"1907-11-22",74.849
"1907-11-23",74.858
"1907-11-24",74.858
"1907-11-25",74.858
"1907-11-26",74.858
"1907-11-27",74.837
"1907-11-28",74.868
"1907-11-29",74.858
"1907-11-30",74.858
"1907-12-01",74.828
"1907-12-02",74.858
"1907-12-03",74.858
"1907-12-04",74.858
"1907-12-05",74.849
"1907-12-06",74.849
"1907-12-07",74.819
"1907-12-08",74.776
"1907-12-09",74.788
"1907-12-10",74.849
"1907-12-11",74.88
"1907-12-12",74.889
"1907-12-13",74.858
"1907-12-14",74.797
"1907-12-15",74.828
"1907-12-16",74.849
"1907-12-17",74.889
"1907-12-18",74.858
"1907-12-19",74.88
"1907-12-20",74.858
"1907-12-21",74.837
"1907-12-22",74.807
"1907-12-23",74.837
"1907-12-24",74.919
"1907-12-25",74.837
"1907-12-26",74.88
"1907-12-27",74.858
"1907-12-28",74.919
"1907-12-29",74.919
"1907-12-30",74.95
"1907-12-31",75.032
"1908-01-01",75.02
"1908-01-02",75.011
"1908-01-03",74.98
"1908-01-04",74.95
"1908-01-05",75.011
"1908-01-06",74.959
"1908-01-07",74.95
"1908-01-08",74.95
"1908-01-09",74.989
"1908-01-10",74.95
"1908-01-11",74.941
"1908-01-12",74.959
"1908-01-13",74.98
"1908-01-14",74.95
"1908-01-15",74.959
"1908-01-16",75.011
"1908-01-17",74.971
"1908-01-18",75.002
"1908-01-19",74.989
"1908-01-20",74.95
"1908-01-21",74.95
"1908-01-22",75.011
"1908-01-23",74.95
"1908-01-24",75.002
"1908-01-25",74.98
"1908-01-26",74.959
"1908-01-27",75.102
"1908-01-28",74.989
"1908-01-29",75.032
"1908-01-30",75.032
"1908-01-31",75.002
"1908-02-01",74.989
"1908-02-02",75.124
"1908-02-03",75.041
"1908-02-04",75.041
"1908-02-05",74.989
"1908-02-06",75.041
"1908-02-07",75.102
"1908-02-08",75.041
"1908-02-09",75.041
"1908-02-10",75.011
"1908-02-11",75.011
"1908-02-12",74.971
"1908-02-13",74.989
"1908-02-14",75.002
"1908-02-15",75.081
"1908-02-16",75.102
"1908-02-17",75.124
"1908-02-18",75.081
"1908-02-19",75.072
"1908-02-20",75.102
"1908-02-21",75.102
"1908-02-22",75.102
"1908-02-23",75.102
"1908-02-24",75.102
"1908-02-25",75.02
"1908-02-26",75.063
"1908-02-27",75.102
"1908-02-28",75.133
"1908-02-29",75.102
"1908-03-01",75.102
"1908-03-02",75.102
"1908-03-03",75.111
"1908-03-04",75.102
"1908-03-05",75.072
"1908-03-06",75.081
"1908-03-07",75.102
"1908-03-08",75.102
"1908-03-09",75.111
"1908-03-10",75.111
"1908-03-11",75.111
"1908-03-12",75.102
"1908-03-13",75.102
"1908-03-14",75.133
"1908-03-15",75.133
"1908-03-16",75.264
"1908-03-17",75.194
"1908-03-18",75.203
"1908-03-19",75.285
"1908-03-20",75.224
"1908-03-21",75.224
"1908-03-22",75.224
"1908-03-23",75.224
"1908-03-24",75.264
"1908-03-25",75.255
"1908-03-26",75.215
"1908-03-27",75.276
"1908-03-28",75.306
"1908-03-29",75.316
"1908-03-30",75.316
"1908-03-31",75.306
"1908-04-01",75.276
"1908-04-02",75.355
"1908-04-03",75.367
"1908-04-04",75.346
"1908-04-05",75.316
"1908-04-06",75.325
"1908-04-07",75.337
"1908-04-08",75.325
"1908-04-09",75.386
"1908-04-10",75.367
"1908-04-11",75.428
"1908-04-12",75.407
"1908-04-13",75.407
"1908-04-14",75.346
"1908-04-15",75.377
"1908-04-16",75.398
"1908-04-17",75.337
"1908-04-18",75.377
"1908-04-19",75.377
"1908-04-20",75.416
"1908-04-21",75.428
"1908-04-22",75.355
"1908-04-23",75.398
"1908-04-24",75.398
"1908-04-25",75.398
"1908-04-26",75.428
"1908-04-27",75.398
"1908-04-28",75.398
"1908-04-29",75.407
"1908-04-30",75.407
"1908-05-01",75.447
"1908-05-02",75.428
"1908-05-03",75.428
"1908-05-04",75.438
"1908-05-05",75.438
"1908-05-06",75.407
"1908-05-07",75.407
"1908-05-08",75.447
"1908-05-09",75.468
"1908-05-10",75.498
"1908-05-11",75.498
"1908-05-12",75.498
"1908-05-13",75.489
"1908-05-14",75.489
"1908-05-15",75.489
"1908-05-16",75.489
"1908-05-17",75.498
"1908-05-18",75.538
"1908-05-19",75.559
"1908-05-20",75.581
"1908-05-21",75.59
"1908-05-22",75.569
"1908-05-23",75.581
"1908-05-24",75.611
"1908-05-25",75.569
"1908-05-26",75.569
"1908-05-27",75.569
"1908-05-28",75.538
"1908-05-29",75.559
"1908-05-30",75.559
"1908-05-31",75.59
"1908-06-01",75.611
"1908-06-02",75.611
"1908-06-03",75.59
"1908-06-04",75.59
"1908-06-05",75.59
"1908-06-06",75.559
"1908-06-07",75.559
"1908-06-08",75.55
"1908-06-09",75.559
"1908-06-10",75.581
"1908-06-11",75.59
"1908-06-12",75.55
"1908-06-13",75.52
"1908-06-14",75.529
"1908-06-15",75.569
"1908-06-16",75.59
"1908-06-17",75.559
"1908-06-18",75.538
"1908-06-19",75.529
"1908-06-20",75.55
"1908-06-21",75.529
"1908-06-22",75.55
"1908-06-23",75.52
"1908-06-24",75.569
"1908-06-25",75.559
"1908-06-26",75.559
"1908-06-27",75.559
"1908-06-28",75.559
"1908-06-29",75.538
"1908-06-30",75.52
"1908-07-01",75.498
"1908-07-02",75.508
"1908-07-03",75.529
"1908-07-04",75.529
"1908-07-05",75.52
"1908-07-06",75.498
"1908-07-07",75.498
"1908-07-08",75.55
"1908-07-09",75.498
"1908-07-10",75.498
"1908-07-11",75.477
"1908-07-12",75.468
"1908-07-13",75.468
"1908-07-14",75.468
"1908-07-15",75.489
"1908-07-16",75.477
"1908-07-17",75.407
"1908-07-18",75.459
"1908-07-19",75.459
"1908-07-20",75.468
"1908-07-21",75.468
"1908-07-22",75.468
"1908-07-23",75.468
"1908-07-24",75.468
"1908-07-25",75.459
"1908-07-26",75.459
"1908-07-27",75.438
"1908-07-28",75.438
"1908-07-29",75.428
"1908-07-30",75.438
"1908-07-31",75.428
"1908-08-01",75.407
"1908-08-02",75.416
"1908-08-03",75.386
"1908-08-04",75.416
"1908-08-05",75.407
"1908-08-06",75.407
"1908-08-07",75.438
"1908-08-08",75.428
"1908-08-09",75.416
"1908-08-10",75.407
"1908-08-11",75.386
"1908-08-12",75.386
"1908-08-13",75.407
"1908-08-14",75.398
"1908-08-15",75.386
"1908-08-16",75.367
"1908-08-17",75.377
"1908-08-18",75.377
"1908-08-19",75.377
"1908-08-20",75.367
"1908-08-21",75.346
"1908-08-22",75.337
"1908-08-23",75.346
"1908-08-24",75.325
"1908-08-25",75.294
"1908-08-26",75.285
"1908-08-27",75.255
"1908-08-28",75.224
"1908-08-29",75.215
"1908-08-30",75.224
"1908-08-31",75.215
"1908-09-01",75.218
"1908-09-02",75.258
"1908-09-03",75.236
"1908-09-04",75.218
"1908-09-05",75.206
"1908-09-06",75.206
"1908-09-07",75.197
"1908-09-08",75.197
"1908-09-09",75.166
"1908-09-10",75.157
"1908-09-11",75.145
"1908-09-12",75.136
"1908-09-13",75.136
"1908-09-14",75.105
"1908-09-15",75.075
"1908-09-16",75.075
"1908-09-17",75.075
"1908-09-18",75.075
"1908-09-19",75.053
"1908-09-20",75.044
"1908-09-21",75.023
"1908-09-22",75.044
"1908-09-23",75.044
"1908-09-24",75.053
"1908-09-25",75.035
"1908-09-26",75.044
"1908-09-27",75.044
"1908-09-28",75.014
"1908-09-29",75.053
"1908-09-30",75.014
"1908-10-01",75.041
"1908-10-02",75.041
"1908-10-03",75.011
"1908-10-04",75.002
"1908-10-05",74.98
"1908-10-06",74.95
"1908-10-07",74.959
"1908-10-08",74.959
"1908-10-09",74.959
"1908-10-10",74.919
"1908-10-11",74.959
"1908-10-12",74.941
"1908-10-13",74.919
"1908-10-14",74.898
"1908-10-15",74.889
"1908-10-16",74.889
"1908-10-17",74.889
"1908-10-18",74.889
"1908-10-19",74.889
"1908-10-20",74.837
"1908-10-21",74.807
"1908-10-22",74.797
"1908-10-23",74.797
"1908-10-24",74.797
"1908-10-25",74.797
"1908-10-26",74.849
"1908-10-27",74.807
"1908-10-28",74.807
"1908-10-29",74.797
"1908-10-30",74.837
"1908-10-31",74.858
"1908-11-01",74.828
"1908-11-02",74.828
"1908-11-03",74.797
"1908-11-04",74.807
"1908-11-05",74.797
"1908-11-06",74.797
"1908-11-07",74.819
"1908-11-08",74.767
"1908-11-09",74.767
"1908-11-10",74.758
"1908-11-11",74.758
"1908-11-12",74.788
"1908-11-13",74.797
"1908-11-14",74.706
"1908-11-15",74.788
"1908-11-16",74.715
"1908-11-17",74.736
"1908-11-18",74.736
"1908-11-19",74.666
"1908-11-20",74.715
"1908-11-21",74.676
"1908-11-22",74.666
"1908-11-23",74.654
"1908-11-24",74.676
"1908-11-25",74.666
"1908-11-26",74.666
"1908-11-27",74.706
"1908-11-28",74.685
"1908-11-29",74.685
"1908-11-30",74.654
"1908-12-01",74.706
"1908-12-02",74.685
"1908-12-03",74.666
"1908-12-04",74.666
"1908-12-05",74.676
"1908-12-06",74.654
"1908-12-07",74.666
"1908-12-08",74.685
"1908-12-09",74.697
"1908-12-10",74.676
"1908-12-11",74.554
"1908-12-12",74.605
"1908-12-13",74.654
"1908-12-14",74.584
"1908-12-15",74.624
"1908-12-16",74.605
"1908-12-17",74.575
"1908-12-18",74.605
"1908-12-19",74.584
"1908-12-20",74.624
"1908-12-21",74.636
"1908-12-22",74.563
"1908-12-23",74.554
"1908-12-24",74.514
"1908-12-25",74.554
"1908-12-26",74.593
"1908-12-27",74.544
"1908-12-28",74.532
"1908-12-29",74.554
"1908-12-30",74.493
"1908-12-31",74.593
"1909-01-01",74.544
"1909-01-02",74.532
"1909-01-03",74.514
"1909-01-04",74.502
"1909-01-05",74.493
"1909-01-06",74.532
"1909-01-07",74.554
"1909-01-08",74.462
"1909-01-09",74.493
"1909-01-10",74.493
"1909-01-11",74.544
"1909-01-12",74.554
"1909-01-13",74.493
"1909-01-14",74.471
"1909-01-15",74.532
"1909-01-16",74.483
"1909-01-17",74.493
"1909-01-18",74.514
"1909-01-19",74.493
"1909-01-20",74.493
"1909-01-21",74.462
"1909-01-22",74.483
"1909-01-23",74.471
"1909-01-24",74.493
"1909-01-25",74.563
"1909-01-26",74.502
"1909-01-27",74.514
"1909-01-28",74.532
"1909-01-29",74.493
"1909-01-30",74.544
"1909-01-31",74.523
"1909-02-01",74.523
"1909-02-02",74.523
"1909-02-03",74.493
"1909-02-04",74.493
"1909-02-05",74.493
"1909-02-06",74.523
"1909-02-07",74.493
"1909-02-08",74.514
"1909-02-09",74.502
"1909-02-10",74.523
"1909-02-11",74.554
"1909-02-12",74.493
"1909-02-13",74.532
"1909-02-14",74.514
"1909-02-15",74.593
"1909-02-16",74.493
"1909-02-17",74.554
"1909-02-18",74.523
"1909-02-19",74.483
"1909-02-20",74.593
"1909-02-21",74.544
"1909-02-22",74.544
"1909-02-23",74.532
"1909-02-24",74.563
"1909-02-25",74.645
"1909-02-26",74.615
"1909-02-27",74.666
"1909-02-28",74.645
"1909-03-01",74.624
"1909-03-02",74.645
"1909-03-03",74.615
"1909-03-04",74.706
"1909-03-05",74.797
"1909-03-06",74.624
"1909-03-07",74.666
"1909-03-08",74.645
"1909-03-09",74.584
"1909-03-10",74.615
